jsonfile,car_2,car_3,v_size,h_size,mag_nodes,mag_edges,path_length,num_sccs,max_scc_size
../psiturk-rushhour/static/json/1509598848_95_prb52269_16_.json,6,3,5,4,8,12,16,1,6
../psiturk-rushhour/static/json/1509424438_88_prb3203_14_.json,6,3,7,2,5,6,14,0,1
../psiturk-rushhour/static/json/1513827346_61_prb13388_7_.json,6,3,4,5,6,6,7,0,1
../psiturk-rushhour/static/json/1513819930_53_prb538_7_.json,6,3,4,5,6,8,7,1,4
../psiturk-rushhour/static/json/1509629349_75_prb57223_16_.json,6,3,5,4,9,16,16,1,7
../psiturk-rushhour/static/json/1509709598_47_prb73503_11_.json,6,3,4,5,9,10,11,0,1
../psiturk-rushhour/static/json/1509726080_27_prb80229_14_.json,6,3,6,3,8,11,14,0,1
../psiturk-rushhour/static/json/1509495640_06_prb24227_16_.json,6,3,4,5,9,16,16,1,6
../psiturk-rushhour/static/json/1509720366_41_prb76929_14_.json,6,3,5,4,7,11,14,1,6
../psiturk-rushhour/static/json/1509643011_44_prb61799_11_.json,6,3,3,6,8,9,11,1,4
../psiturk-rushhour/static/json/1513872611_03_prb39618_7_.json,6,3,5,4,9,9,7,0,1
../psiturk-rushhour/static/json/1509653121_81_prb65535_14_.json,6,3,3,6,6,7,14,0,1
../psiturk-rushhour/static/json/1509623373_2_prb55905_16_.json,6,3,5,4,9,15,16,1,6
../psiturk-rushhour/static/json/1509555087_12_prb33509_11_.json,6,3,5,4,9,10,11,1,4
../psiturk-rushhour/static/json/1513866115_99_prb25054_7_.json,6,3,4,5,7,9,7,1,4
../psiturk-rushhour/static/json/1509724878_89_prb79358_11_.json,6,3,6,3,9,14,11,1,5
../psiturk-rushhour/static/json/1509467170_39_prb11650_16_.json,6,3,4,5,5,5,16,0,1
../psiturk-rushhour/static/json/1509585530_09_prb46795_11_.json,6,3,5,4,6,8,11,0,1
../psiturk-rushhour/static/json/1513857327_3_prb21272_7_.json,6,3,4,5,9,16,7,1,7
../psiturk-rushhour/static/json/1509419634_45_prb343_14_.json,6,3,4,5,9,12,14,1,4
../psiturk-rushhour/static/json/1509558346_29_prb35378_11_.json,6,3,5,4,8,10,11,1,4
../psiturk-rushhour/static/json/1509493367_95_prb23404_14_.json,6,3,6,3,6,6,14,0,1
../psiturk-rushhour/static/json/1509609106_11_prb54506_16_.json,6,3,6,3,8,9,16,1,4
../psiturk-rushhour/static/json/1513872754_22_prb39972_7_.json,6,3,3,6,6,7,7,1,4
../psiturk-rushhour/static/json/1509586671_28_prb47495_14_.json,6,3,5,4,8,10,14,0,1
../psiturk-rushhour/static/json/1509491188_43_prb22370_16_.json,6,3,4,5,9,15,16,1,5
../psiturk-rushhour/static/json/1509577099_01_prb43833_11_.json,6,3,6,3,8,11,11,1,4
../psiturk-rushhour/static/json/1513821971_61_prb4553_7_.json,6,3,6,3,6,8,7,0,1
../psiturk-rushhour/static/json/1509488403_92_prb20888_14_.json,6,3,4,5,4,4,14,0,1
../psiturk-rushhour/static/json/1509475912_92_prb16445_16_.json,6,3,6,3,9,13,16,1,6
../psiturk-rushhour/static/json/1509587855_12_prb48202_11_.json,6,3,5,4,5,6,11,1,4
../psiturk-rushhour/static/json/1509457857_39_prb6668_14_.json,6,3,5,4,6,7,14,0,1
../psiturk-rushhour/static/json/1509545962_33_prb28697_14_.json,6,3,5,4,8,9,14,0,1
../psiturk-rushhour/static/json/1509424168_91_prb3004_14_.json,6,3,5,4,7,10,14,1,5
../psiturk-rushhour/static/json/1509724768_91_prb79230_11_.json,6,3,5,4,9,11,11,1,4
../psiturk-rushhour/static/json/1509420356_65_prb813_16_.json,6,3,4,5,8,10,16,0,1
../psiturk-rushhour/static/json/1509564754_08_prb37650_11_.json,6,3,4,5,8,12,11,1,6
../psiturk-rushhour/static/json/1509467288_51_prb11713_11_.json,6,3,5,4,9,13,11,1,4
../psiturk-rushhour/static/json/1509481208_68_prb19356_14_.json,6,3,4,5,9,10,14,0,1
../psiturk-rushhour/static/json/1513821103_13_prb3030_7_.json,6,3,5,4,6,6,7,0,1
../psiturk-rushhour/static/json/1509672949_6_prb67956_14_.json,6,3,6,3,8,11,14,0,1
../psiturk-rushhour/static/json/1513870532_42_prb34936_7_.json,6,3,4,5,8,12,7,1,6
../psiturk-rushhour/static/json/1509457858_6_prb6671_14_.json,6,3,7,2,6,9,14,1,4
