Rec(t='1490119613.21', event='commit_move', piece='M', move_nu='57', move='(4, 1, 2)', instance='Jam-13')| 15
Rec(t='1490119614.84', event='commit_move', piece='c', move_nu='58', move='(4, 0, 2)', instance='Jam-13')| 8
Rec(t='1490119616.06', event='commit_move', piece='m', move_nu='59', move='(3, 0, 2)', instance='Jam-13')| 7
Rec(t='1490119618.04', event='commit_move', piece='r', move_nu='60', move='(2, 2, 2)', instance='Jam-13')| 8
Rec(t='1490119640.55', event='commit_move', piece='r', move_nu='61', move='(1, 2, 2)', instance='Jam-13')| 8
Rec(t='1490119641.67', event='commit_move', piece='m', move_nu='62', move='(3, 1, 2)', instance='Jam-13')| 9
Rec(t='1490119642.97', event='commit_move', piece='c', move_nu='63', move='(2, 0, 2)', instance='Jam-13')| 16
Rec(t='1490119644.21', event='commit_move', piece='M', move_nu='64', move='(4, 0, 2)', instance='Jam-13')| 17
Rec(t='1490119649.26', event='commit_move', piece='r', move_nu='65', move='(0, 2, 2)', instance='Jam-13')| 16
Rec(t='1490119651.99', event='commit_move', piece='B', move_nu='66', move='(2, 1, 2)', instance='Jam-13')| 15
Rec(t='1490119654.04', event='commit_move', piece='l', move_nu='67', move='(2, 3, 2)', instance='Jam-13')| 16
Rec(t='1490119655.54', event='commit_move', piece='w', move_nu='68', move='(2, 4, 2)', instance='Jam-13')| 17
